seller_id,item_id,item_name,category,market_price,expected_units_sold,expected_revenue
S112,I11267,Levis Denim Jacket,Apparel,78949.31,1165.5,9.201541498E7
S112,I1007544,Philips Air Fryer,Home Appliances,64889.06,1314.5,8.529667594E7
S112,I1007544,Adidas Ultraboost 23,Footwear,64889.06,1314.5,8.529667594E7
S112,I194154,Adidas Ultraboost 23,Footwear,60811.05,1326.0,8.06354523E7
S112,I194154,Samsung Galaxy S24 Ultra,Electronics,60811.05,1326.0,8.06354523E7
S112,I175032,Adidas Ultraboost 23,Footwear,61208.04,1233.5,7.550011734E7
S112,I175032,Nike Air Zoom Pegasus,Footwear,61208.04,1233.5,7.550011734E7
S112,I138210,Skechers Gowalk,Footwear,49735.07,1278.0,6.356141946E7
S112,I138210,Dyson Vacuum Cleaner,Home Appliances,49735.07,1278.0,6.356141946E7
S112,I239500,Levis Denim Jacket,Apparel,26816.35,2089.5,5.603276332E7
S112,I114562,Philips Air Fryer,Home Appliances,52905.56,969.0,5.12654828E7
S112,I114562,Boat Smartwatch,Electronics,52905.56,969.0,5.12654828E7
S112,I282802,Levis Denim Jacket,Apparel,131265.21,310.0,4.06922151E7
S112,I110383,H&m Cotton Shirt,Apparel,27055.68,1100.5,2.977477584E7
S112,I110383,Puma Running Shoes,Footwear,27055.68,1100.5,2.977477584E7
S112,I105131,Samsung Galaxy S24 Ultra,Electronics,71371.98,383.5,2.737115433E7
S112,I105131,Puma Running Shoes,Footwear,71371.98,383.5,2.737115433E7
S113,I181457,Dell Xps 13 Laptop,Electronics,141667.94,2998.5,4.247913031E8
S113,I181457,Levis Denim Jacket,Apparel,141667.94,2998.5,4.247913031E8
S113,I1002631,U.s. Polo T-shirt,Apparel,115034.58,2995.5,3.4458606941E8
S113,I587523,Sony Wh-1000xm5 Headphones,Electronics,107496.79,2995.5,3.2200664942E8
S113,I587523,Zara Maxi Dress,Apparel,107496.79,2995.5,3.2200664942E8
S113,I682869,H&m Cotton Shirt,Apparel,102045.08,2995.5,3.0567602216E8
S113,I255860,Dell Xps 13 Laptop,Electronics,104306.98,2434.5,2.5393534281E8
S113,I225556,Nike Air Zoom Pegasus,Footwear,81969.44,2413.5,1.9783323137E8
S113,I225556,Dyson Vacuum Cleaner,Home Appliances,81969.44,2413.5,1.9783323137E8
S113,I763536,Zara Maxi Dress,Apparel,66019.53,2996.0,1.9779451188E8
S113,I763536,Dell Xps 13 Laptop,Electronics,66019.53,2996.0,1.9779451188E8
S113,I1009057,Dyson Vacuum Cleaner,Home Appliances,65960.56,2997.5,1.977167786E8
S113,I1009057,Allen Solly Formal Pants,Apparel,65960.56,2997.5,1.977167786E8
S113,I225509,Lg 7kg Washing Machine,Home Appliances,80772.5,2238.0,1.80768855E8
S113,I225509,Dyson Vacuum Cleaner,Home Appliances,80772.5,2238.0,1.80768855E8
S113,I228838,U.s. Polo T-shirt,Apparel,88968.68,1942.0,1.7277717656E8
S113,I228838,Allen Solly Formal Pants,Apparel,88968.68,1942.0,1.7277717656E8
S113,I145090,Sony Wh-1000xm5 Headphones,Electronics,90005.42,1662.5,1.4963400244E8
S113,I194257,Boat Smartwatch,Electronics,118656.82,1217.5,1.4446467226E8
S113,I194257,H&m Cotton Shirt,Apparel,118656.82,1217.5,1.4446467226E8
S113,I271840,Allen Solly Formal Pants,Apparel,88519.13,1617.5,1.4317969278E8
S113,I23620,Samsung 55” Smart Tv,Home Appliances,79505.91,1723.0,1.3698868293E8
S113,I23620,Adidas Ultraboost 23,Footwear,79505.91,1723.0,1.3698868293E8
S113,I253371,Sony Wh-1000xm5 Headphones,Electronics,69966.36,1860.0,1.301374203E8
S113,I277256,Philips Air Fryer,Home Appliances,53210.45,2323.5,1.2363446896E8
S113,I277256,Lg 7kg Washing Machine,Home Appliances,53210.45,2323.5,1.2363446896E8
S113,I205739,Adidas Ultraboost 23,Footwear,89851.61,1182.0,1.0620459711E8
S113,I205739,Boat Smartwatch,Electronics,89851.61,1182.0,1.0620459711E8
S113,I262878,H&m Cotton Shirt,Apparel,37563.94,2740.0,1.029251956E8
S113,I262878,Bajaj Mixer Grinder,Home Appliances,37563.94,2740.0,1.029251956E8
S113,I204891,Dell Xps 13 Laptop,Electronics,99941.69,935.0,9.344548015E7
S113,I204891,Samsung Galaxy S24 Ultra,Electronics,99941.69,935.0,9.344548015E7
S113,I11267,U.s. Polo T-shirt,Apparel,78949.31,1165.5,9.201541498E7
S113,I11267,Levis Denim Jacket,Apparel,78949.31,1165.5,9.201541498E7
S113,I1007544,Philips Air Fryer,Home Appliances,64889.06,1314.5,8.529667594E7
S113,I1007544,Adidas Ultraboost 23,Footwear,64889.06,1314.5,8.529667594E7
S113,I194154,Adidas Ultraboost 23,Footwear,60811.05,1326.0,8.06354523E7
S113,I194154,Samsung Galaxy S24 Ultra,Electronics,60811.05,1326.0,8.06354523E7
S113,I175032,Adidas Ultraboost 23,Footwear,61208.04,1233.5,7.550011734E7
S113,I175032,Nike Air Zoom Pegasus,Footwear,61208.04,1233.5,7.550011734E7
S113,I138210,Skechers Gowalk,Footwear,49735.07,1278.0,6.356141946E7
S113,I138210,Dyson Vacuum Cleaner,Home Appliances,49735.07,1278.0,6.356141946E7
S113,I239500,Levis Denim Jacket,Apparel,26816.35,2089.5,5.603276332E7
S113,I114562,Philips Air Fryer,Home Appliances,52905.56,969.0,5.12654828E7
S113,I114562,Boat Smartwatch,Electronics,52905.56,969.0,5.12654828E7
S113,I282802,Levis Denim Jacket,Apparel,131265.21,310.0,4.06922151E7
S113,I110383,H&m Cotton Shirt,Apparel,27055.68,1100.5,2.977477584E7
S113,I110383,Puma Running Shoes,Footwear,27055.68,1100.5,2.977477584E7
S113,I105131,Samsung Galaxy S24 Ultra,Electronics,71371.98,383.5,2.737115433E7
S113,I105131,Puma Running Shoes,Footwear,71371.98,383.5,2.737115433E7
S114,I181457,Dell Xps 13 Laptop,Electronics,141667.94,2998.5,4.247913031E8
S114,I181457,Levis Denim Jacket,Apparel,141667.94,2998.5,4.247913031E8
S114,I1002631,U.s. Polo T-shirt,Apparel,115034.58,2995.5,3.4458606941E8
S114,I587523,Sony Wh-1000xm5 Headphones,Electronics,107496.79,2995.5,3.2200664942E8
S114,I587523,Zara Maxi Dress,Apparel,107496.79,2995.5,3.2200664942E8
S114,I682869,H&m Cotton Shirt,Apparel,102045.08,2995.5,3.0567602216E8
S114,I255860,Dell Xps 13 Laptop,Electronics,104306.98,2434.5,2.5393534281E8
S114,I225556,Nike Air Zoom Pegasus,Footwear,81969.44,2413.5,1.9783323137E8
S114,I225556,Dyson Vacuum Cleaner,Home Appliances,81969.44,2413.5,1.9783323137E8
S114,I763536,Zara Maxi Dress,Apparel,66019.53,2996.0,1.9779451188E8
S114,I763536,Dell Xps 13 Laptop,Electronics,66019.53,2996.0,1.9779451188E8
S114,I1009057,Dyson Vacuum Cleaner,Home Appliances,65960.56,2997.5,1.977167786E8
S114,I1009057,Allen Solly Formal Pants,Apparel,65960.56,2997.5,1.977167786E8
S114,I225509,Lg 7kg Washing Machine,Home Appliances,80772.5,2238.0,1.80768855E8
S114,I225509,Dyson Vacuum Cleaner,Home Appliances,80772.5,2238.0,1.80768855E8
S114,I228838,U.s. Polo T-shirt,Apparel,88968.68,1942.0,1.7277717656E8
S114,I228838,Allen Solly Formal Pants,Apparel,88968.68,1942.0,1.7277717656E8
S114,I145090,Sony Wh-1000xm5 Headphones,Electronics,90005.42,1662.5,1.4963400244E8
S114,I194257,Boat Smartwatch,Electronics,118656.82,1217.5,1.4446467226E8
S114,I194257,H&m Cotton Shirt,Apparel,118656.82,1217.5,1.4446467226E8
S114,I271840,Allen Solly Formal Pants,Apparel,88519.13,1617.5,1.4317969278E8
S114,I23620,Samsung 55” Smart Tv,Home Appliances,79505.91,1723.0,1.3698868293E8
S114,I23620,Adidas Ultraboost 23,Footwear,79505.91,1723.0,1.3698868293E8
S114,I253371,Sony Wh-1000xm5 Headphones,Electronics,69966.36,1860.0,1.301374203E8
S114,I277256,Philips Air Fryer,Home Appliances,53210.45,2323.5,1.2363446896E8
S114,I277256,Lg 7kg Washing Machine,Home Appliances,53210.45,2323.5,1.2363446896E8
S114,I205739,Adidas Ultraboost 23,Footwear,89851.61,1182.0,1.0620459711E8
S114,I205739,Boat Smartwatch,Electronics,89851.61,1182.0,1.0620459711E8
S114,I204891,Dell Xps 13 Laptop,Electronics,99941.69,935.0,9.344548015E7
S114,I204891,Samsung Galaxy S24 Ultra,Electronics,99941.69,935.0,9.344548015E7
S114,I11267,U.s. Polo T-shirt,Apparel,78949.31,1165.5,9.201541498E7
S114,I11267,Levis Denim Jacket,Apparel,78949.31,1165.5,9.201541498E7
S114,I1007544,Philips Air Fryer,Home Appliances,64889.06,1314.5,8.529667594E7
S114,I1007544,Adidas Ultraboost 23,Footwear,64889.06,1314.5,8.529667594E7
S114,I194154,Adidas Ultraboost 23,Footwear,60811.05,1326.0,8.06354523E7
S114,I194154,Samsung Galaxy S24 Ultra,Electronics,60811.05,1326.0,8.06354523E7
S114,I175032,Adidas Ultraboost 23,Footwear,61208.04,1233.5,7.550011734E7
S114,I175032,Nike Air Zoom Pegasus,Footwear,61208.04,1233.5,7.550011734E7
S114,I138210,Skechers Gowalk,Footwear,49735.07,1278.0,6.356141946E7
S114,I138210,Dyson Vacuum Cleaner,Home Appliances,49735.07,1278.0,6.356141946E7
S114,I239500,Levis Denim Jacket,Apparel,26816.35,2089.5,5.603276332E7
S114,I114562,Philips Air Fryer,Home Appliances,52905.56,969.0,5.12654828E7
S114,I114562,Boat Smartwatch,Electronics,52905.56,969.0,5.12654828E7
S114,I282802,Levis Denim Jacket,Apparel,131265.21,310.0,4.06922151E7
S114,I110383,H&m Cotton Shirt,Apparel,27055.68,1100.5,2.977477584E7
S114,I110383,Puma Running Shoes,Footwear,27055.68,1100.5,2.977477584E7
S114,I105131,Samsung Galaxy S24 Ultra,Electronics,71371.98,383.5,2.737115433E7
S114,I105131,Puma Running Shoes,Footwear,71371.98,383.5,2.737115433E7
S115,I181457,Dell Xps 13 Laptop,Electronics,141667.94,2998.5,4.247913031E8
S115,I181457,Levis Denim Jacket,Apparel,141667.94,2998.5,4.247913031E8
S115,I1002631,U.s. Polo T-shirt,Apparel,115034.58,2995.5,3.4458606941E8
S115,I587523,Sony Wh-1000xm5 Headphones,Electronics,107496.79,2995.5,3.2200664942E8
S115,I587523,Zara Maxi Dress,Apparel,107496.79,2995.5,3.2200664942E8
S115,I682869,H&m Cotton Shirt,Apparel,102045.08,2995.5,3.0567602216E8
S115,I255860,Dell Xps 13 Laptop,Electronics,104306.98,2434.5,2.5393534281E8
S115,I225556,Nike Air Zoom Pegasus,Footwear,81969.44,2413.5,1.9783323137E8
S115,I225556,Dyson Vacuum Cleaner,Home Appliances,81969.44,2413.5,1.9783323137E8
S115,I763536,Zara Maxi Dress,Apparel,66019.53,2996.0,1.9779451188E8
S115,I763536,Dell Xps 13 Laptop,Electronics,66019.53,2996.0,1.9779451188E8
S115,I1009057,Dyson Vacuum Cleaner,Home Appliances,65960.56,2997.5,1.977167786E8
S115,I1009057,Allen Solly Formal Pants,Apparel,65960.56,2997.5,1.977167786E8
S115,I228838,U.s. Polo T-shirt,Apparel,88968.68,1942.0,1.7277717656E8
S115,I228838,Allen Solly Formal Pants,Apparel,88968.68,1942.0,1.7277717656E8
S115,I145090,Sony Wh-1000xm5 Headphones,Electronics,90005.42,1662.5,1.4963400244E8
S115,I194257,Boat Smartwatch,Electronics,118656.82,1217.5,1.4446467226E8
S115,I194257,H&m Cotton Shirt,Apparel,118656.82,1217.5,1.4446467226E8
S115,I271840,Allen Solly Formal Pants,Apparel,88519.13,1617.5,1.4317969278E8
S115,I23620,Samsung 55” Smart Tv,Home Appliances,79505.91,1723.0,1.3698868293E8
S115,I23620,Adidas Ultraboost 23,Footwear,79505.91,1723.0,1.3698868293E8
S115,I253371,Sony Wh-1000xm5 Headphones,Electronics,69966.36,1860.0,1.301374203E8
S115,I277256,Philips Air Fryer,Home Appliances,53210.45,2323.5,1.2363446896E8
S115,I277256,Lg 7kg Washing Machine,Home Appliances,53210.45,2323.5,1.2363446896E8
S115,I205739,Adidas Ultraboost 23,Footwear,89851.61,1182.0,1.0620459711E8
S115,I205739,Boat Smartwatch,Electronics,89851.61,1182.0,1.0620459711E8
S115,I262878,H&m Cotton Shirt,Apparel,37563.94,2740.0,1.029251956E8
S115,I262878,Bajaj Mixer Grinder,Home Appliances,37563.94,2740.0,1.029251956E8
S115,I204891,Dell Xps 13 Laptop,Electronics,99941.69,935.0,9.344548015E7
S115,I204891,Samsung Galaxy S24 Ultra,Electronics,99941.69,935.0,9.344548015E7
S115,I11267,U.s. Polo T-shirt,Apparel,78949.31,1165.5,9.201541498E7
S115,I11267,Levis Denim Jacket,Apparel,78949.31,1165.5,9.201541498E7
S115,I1007544,Philips Air Fryer,Home Appliances,64889.06,1314.5,8.529667594E7
S115,I1007544,Adidas Ultraboost 23,Footwear,64889.06,1314.5,8.529667594E7
S115,I194154,Adidas Ultraboost 23,Footwear,60811.05,1326.0,8.06354523E7
S115,I194154,Samsung Galaxy S24 Ultra,Electronics,60811.05,1326.0,8.06354523E7
S115,I175032,Adidas Ultraboost 23,Footwear,61208.04,1233.5,7.550011734E7
S115,I175032,Nike Air Zoom Pegasus,Footwear,61208.04,1233.5,7.550011734E7
S115,I138210,Skechers Gowalk,Footwear,49735.07,1278.0,6.356141946E7
S115,I138210,Dyson Vacuum Cleaner,Home Appliances,49735.07,1278.0,6.356141946E7
S115,I239500,Levis Denim Jacket,Apparel,26816.35,2089.5,5.603276332E7
S115,I114562,Philips Air Fryer,Home Appliances,52905.56,969.0,5.12654828E7
S115,I114562,Boat Smartwatch,Electronics,52905.56,969.0,5.12654828E7
S115,I282802,Levis Denim Jacket,Apparel,131265.21,310.0,4.06922151E7
S115,I110383,H&m Cotton Shirt,Apparel,27055.68,1100.5,2.977477584E7
S115,I110383,Puma Running Shoes,Footwear,27055.68,1100.5,2.977477584E7
S115,I105131,Samsung Galaxy S24 Ultra,Electronics,71371.98,383.5,2.737115433E7
S115,I105131,Puma Running Shoes,Footwear,71371.98,383.5,2.737115433E7
S116,I181457,Dell Xps 13 Laptop,Electronics,141667.94,2998.5,4.247913031E8
S116,I181457,Levis Denim Jacket,Apparel,141667.94,2998.5,4.247913031E8
S116,I1002631,U.s. Polo T-shirt,Apparel,115034.58,2995.5,3.4458606941E8
S116,I587523,Sony Wh-1000xm5 Headphones,Electronics,107496.79,2995.5,3.2200664942E8
S116,I587523,Zara Maxi Dress,Apparel,107496.79,2995.5,3.2200664942E8
S116,I682869,H&m Cotton Shirt,Apparel,102045.08,2995.5,3.0567602216E8
S116,I255860,Dell Xps 13 Laptop,Electronics,104306.98,2434.5,2.5393534281E8
S116,I225556,Nike Air Zoom Pegasus,Footwear,81969.44,2413.5,1.9783323137E8
S116,I225556,Dyson Vacuum Cleaner,Home Appliances,81969.44,2413.5,1.9783323137E8
S116,I763536,Zara Maxi Dress,Apparel,66019.53,2996.0,1.9779451188E8
S116,I763536,Dell Xps 13 Laptop,Electronics,66019.53,2996.0,1.9779451188E8
S116,I1009057,Dyson Vacuum Cleaner,Home Appliances,65960.56,2997.5,1.977167786E8
S116,I1009057,Allen Solly Formal Pants,Apparel,65960.56,2997.5,1.977167786E8
S116,I225509,Lg 7kg Washing Machine,Home Appliances,80772.5,2238.0,1.80768855E8
S116,I225509,Dyson Vacuum Cleaner,Home Appliances,80772.5,2238.0,1.80768855E8
S116,I228838,U.s. Polo T-shirt,Apparel,88968.68,1942.0,1.7277717656E8
S116,I228838,Allen Solly Formal Pants,Apparel,88968.68,1942.0,1.7277717656E8
S116,I145090,Sony Wh-1000xm5 Headphones,Electronics,90005.42,1662.5,1.4963400244E8
S116,I194257,Boat Smartwatch,Electronics,118656.82,1217.5,1.4446467226E8
S116,I194257,H&m Cotton Shirt,Apparel,118656.82,1217.5,1.4446467226E8
S116,I271840,Allen Solly Formal Pants,Apparel,88519.13,1617.5,1.4317969278E8
S116,I23620,Samsung 55” Smart Tv,Home Appliances,79505.91,1723.0,1.3698868293E8
S116,I23620,Adidas Ultraboost 23,Footwear,79505.91,1723.0,1.3698868293E8
S116,I253371,Sony Wh-1000xm5 Headphones,Electronics,69966.36,1860.0,1.301374203E8
S116,I277256,Philips Air Fryer,Home Appliances,53210.45,2323.5,1.2363446896E8
S116,I277256,Lg 7kg Washing Machine,Home Appliances,53210.45,2323.5,1.2363446896E8
S116,I205739,Adidas Ultraboost 23,Footwear,89851.61,1182.0,1.0620459711E8
S116,I205739,Boat Smartwatch,Electronics,89851.61,1182.0,1.0620459711E8
S116,I262878,H&m Cotton Shirt,Apparel,37563.94,2740.0,1.029251956E8
S116,I262878,Bajaj Mixer Grinder,Home Appliances,37563.94,2740.0,1.029251956E8
S116,I204891,Dell Xps 13 Laptop,Electronics,99941.69,935.0,9.344548015E7
S116,I204891,Samsung Galaxy S24 Ultra,Electronics,99941.69,935.0,9.344548015E7
S116,I11267,U.s. Polo T-shirt,Apparel,78949.31,1165.5,9.201541498E7
S116,I11267,Levis Denim Jacket,Apparel,78949.31,1165.5,9.201541498E7
S116,I1007544,Philips Air Fryer,Home Appliances,64889.06,1314.5,8.529667594E7
S116,I1007544,Adidas Ultraboost 23,Footwear,64889.06,1314.5,8.529667594E7
S116,I194154,Adidas Ultraboost 23,Footwear,60811.05,1326.0,8.06354523E7
S116,I194154,Samsung Galaxy S24 Ultra,Electronics,60811.05,1326.0,8.06354523E7
S116,I175032,Adidas Ultraboost 23,Footwear,61208.04,1233.5,7.550011734E7
S116,I175032,Nike Air Zoom Pegasus,Footwear,61208.04,1233.5,7.550011734E7
S116,I138210,Skechers Gowalk,Footwear,49735.07,1278.0,6.356141946E7
S116,I138210,Dyson Vacuum Cleaner,Home Appliances,49735.07,1278.0,6.356141946E7
S116,I239500,Levis Denim Jacket,Apparel,26816.35,2089.5,5.603276332E7
S116,I114562,Philips Air Fryer,Home Appliances,52905.56,969.0,5.12654828E7
S116,I114562,Boat Smartwatch,Electronics,52905.56,969.0,5.12654828E7
S116,I282802,Levis Denim Jacket,Apparel,131265.21,310.0,4.06922151E7
S116,I110383,H&m Cotton Shirt,Apparel,27055.68,1100.5,2.977477584E7
S116,I110383,Puma Running Shoes,Footwear,27055.68,1100.5,2.977477584E7
S116,I105131,Samsung Galaxy S24 Ultra,Electronics,71371.98,383.5,2.737115433E7
S116,I105131,Puma Running Shoes,Footwear,71371.98,383.5,2.737115433E7
S117,I1002631,U.s. Polo T-shirt,Apparel,115034.58,2995.5,3.4458606941E8
S117,I587523,Sony Wh-1000xm5 Headphones,Electronics,107496.79,2995.5,3.2200664942E8
S117,I587523,Zara Maxi Dress,Apparel,107496.79,2995.5,3.2200664942E8
S117,I682869,H&m Cotton Shirt,Apparel,102045.08,2995.5,3.0567602216E8
S117,I255860,Dell Xps 13 Laptop,Electronics,104306.98,2434.5,2.5393534281E8
S117,I225556,Nike Air Zoom Pegasus,Footwear,81969.44,2413.5,1.9783323137E8
S117,I225556,Dyson Vacuum Cleaner,Home Appliances,81969.44,2413.5,1.9783323137E8
S117,I763536,Zara Maxi Dress,Apparel,66019.53,2996.0,1.9779451188E8
S117,I763536,Dell Xps 13 Laptop,Electronics,66019.53,2996.0,1.9779451188E8
S117,I1009057,Dyson Vacuum Cleaner,Home Appliances,65960.56,2997.5,1.977167786E8
S117,I1009057,Allen Solly Formal Pants,Apparel,65960.56,2997.5,1.977167786E8
S117,I228838,U.s. Polo T-shirt,Apparel,88968.68,1942.0,1.7277717656E8
S117,I228838,Allen Solly Formal Pants,Apparel,88968.68,1942.0,1.7277717656E8
S117,I145090,Sony Wh-1000xm5 Headphones,Electronics,90005.42,1662.5,1.4963400244E8
S117,I194257,Boat Smartwatch,Electronics,118656.82,1217.5,1.4446467226E8
S117,I194257,H&m Cotton Shirt,Apparel,118656.82,1217.5,1.4446467226E8
S117,I271840,Allen Solly Formal Pants,Apparel,88519.13,1617.5,1.4317969278E8
S117,I253371,Sony Wh-1000xm5 Headphones,Electronics,69966.36,1860.0,1.301374203E8
S117,I277256,Philips Air Fryer,Home Appliances,53210.45,2323.5,1.2363446896E8
S117,I277256,Lg 7kg Washing Machine,Home Appliances,53210.45,2323.5,1.2363446896E8
S117,I205739,Adidas Ultraboost 23,Footwear,89851.61,1182.0,1.0620459711E8
S117,I205739,Boat Smartwatch,Electronics,89851.61,1182.0,1.0620459711E8
S117,I262878,H&m Cotton Shirt,Apparel,37563.94,2740.0,1.029251956E8
S117,I262878,Bajaj Mixer Grinder,Home Appliances,37563.94,2740.0,1.029251956E8
S117,I204891,Dell Xps 13 Laptop,Electronics,99941.69,935.0,9.344548015E7
S117,I204891,Samsung Galaxy S24 Ultra,Electronics,99941.69,935.0,9.344548015E7
S117,I11267,U.s. Polo T-shirt,Apparel,78949.31,1165.5,9.201541498E7
S117,I11267,Levis Denim Jacket,Apparel,78949.31,1165.5,9.201541498E7
S117,I1007544,Philips Air Fryer,Home Appliances,64889.06,1314.5,8.529667594E7
S117,I1007544,Adidas Ultraboost 23,Footwear,64889.06,1314.5,8.529667594E7
S117,I194154,Adidas Ultraboost 23,Footwear,60811.05,1326.0,8.06354523E7
S117,I194154,Samsung Galaxy S24 Ultra,Electronics,60811.05,1326.0,8.06354523E7
S117,I175032,Adidas Ultraboost 23,Footwear,61208.04,1233.5,7.550011734E7
S117,I175032,Nike Air Zoom Pegasus,Footwear,61208.04,1233.5,7.550011734E7
S117,I138210,Skechers Gowalk,Footwear,49735.07,1278.0,6.356141946E7
S117,I138210,Dyson Vacuum Cleaner,Home Appliances,49735.07,1278.0,6.356141946E7
S117,I239500,Levis Denim Jacket,Apparel,26816.35,2089.5,5.603276332E7
S117,I114562,Philips Air Fryer,Home Appliances,52905.56,969.0,5.12654828E7
S117,I114562,Boat Smartwatch,Electronics,52905.56,969.0,5.12654828E7
S117,I282802,Levis Denim Jacket,Apparel,131265.21,310.0,4.06922151E7
S117,I110383,H&m Cotton Shirt,Apparel,27055.68,1100.5,2.977477584E7
S117,I110383,Puma Running Shoes,Footwear,27055.68,1100.5,2.977477584E7
S117,I105131,Samsung Galaxy S24 Ultra,Electronics,71371.98,383.5,2.737115433E7
S117,I105131,Puma Running Shoes,Footwear,71371.98,383.5,2.737115433E7
S118,I181457,Dell Xps 13 Laptop,Electronics,141667.94,2998.5,4.247913031E8
S118,I181457,Levis Denim Jacket,Apparel,141667.94,2998.5,4.247913031E8
S118,I1002631,U.s. Polo T-shirt,Apparel,115034.58,2995.5,3.4458606941E8
S118,I587523,Sony Wh-1000xm5 Headphones,Electronics,107496.79,2995.5,3.2200664942E8
S118,I587523,Zara Maxi Dress,Apparel,107496.79,2995.5,3.2200664942E8
S118,I682869,H&m Cotton Shirt,Apparel,102045.08,2995.5,3.0567602216E8
S118,I255860,Dell Xps 13 Laptop,Electronics,104306.98,2434.5,2.5393534281E8
S118,I225556,Nike Air Zoom Pegasus,Footwear,81969.44,2413.5,1.9783323137E8
S118,I225556,Dyson Vacuum Cleaner,Home Appliances,81969.44,2413.5,1.9783323137E8
S118,I763536,Zara Maxi Dress,Apparel,66019.53,2996.0,1.9779451188E8
S118,I763536,Dell Xps 13 Laptop,Electronics,66019.53,2996.0,1.9779451188E8
S118,I1009057,Dyson Vacuum Cleaner,Home Appliances,65960.56,2997.5,1.977167786E8
S118,I1009057,Allen Solly Formal Pants,Apparel,65960.56,2997.5,1.977167786E8
S118,I225509,Lg 7kg Washing Machine,Home Appliances,80772.5,2238.0,1.80768855E8
S118,I225509,Dyson Vacuum Cleaner,Home Appliances,80772.5,2238.0,1.80768855E8
S118,I228838,U.s. Polo T-shirt,Apparel,88968.68,1942.0,1.7277717656E8
S118,I228838,Allen Solly Formal Pants,Apparel,88968.68,1942.0,1.7277717656E8
S118,I145090,Sony Wh-1000xm5 Headphones,Electronics,90005.42,1662.5,1.4963400244E8
S118,I194257,Boat Smartwatch,Electronics,118656.82,1217.5,1.4446467226E8
S118,I194257,H&m Cotton Shirt,Apparel,118656.82,1217.5,1.4446467226E8
S118,I271840,Allen Solly Formal Pants,Apparel,88519.13,1617.5,1.4317969278E8
S118,I23620,Samsung 55” Smart Tv,Home Appliances,79505.91,1723.0,1.3698868293E8
S118,I23620,Adidas Ultraboost 23,Footwear,79505.91,1723.0,1.3698868293E8
S118,I253371,Sony Wh-1000xm5 Headphones,Electronics,69966.36,1860.0,1.301374203E8
S118,I277256,Philips Air Fryer,Home Appliances,53210.45,2323.5,1.2363446896E8
S118,I277256,Lg 7kg Washing Machine,Home Appliances,53210.45,2323.5,1.2363446896E8
S118,I205739,Adidas Ultraboost 23,Footwear,89851.61,1182.0,1.0620459711E8
S118,I205739,Boat Smartwatch,Electronics,89851.61,1182.0,1.0620459711E8
S118,I262878,H&m Cotton Shirt,Apparel,37563.94,2740.0,1.029251956E8
S118,I262878,Bajaj Mixer Grinder,Home Appliances,37563.94,2740.0,1.029251956E8
S118,I204891,Dell Xps 13 Laptop,Electronics,99941.69,935.0,9.344548015E7
S118,I204891,Samsung Galaxy S24 Ultra,Electronics,99941.69,935.0,9.344548015E7
S118,I11267,U.s. Polo T-shirt,Apparel,78949.31,1165.5,9.201541498E7
S118,I11267,Levis Denim Jacket,Apparel,78949.31,1165.5,9.201541498E7
S118,I1007544,Philips Air Fryer,Home Appliances,64889.06,1314.5,8.529667594E7
S118,I1007544,Adidas Ultraboost 23,Footwear,64889.06,1314.5,8.529667594E7
S118,I194154,Adidas Ultraboost 23,Footwear,60811.05,1326.0,8.06354523E7
S118,I194154,Samsung Galaxy S24 Ultra,Electronics,60811.05,1326.0,8.06354523E7
S118,I175032,Adidas Ultraboost 23,Footwear,61208.04,1233.5,7.550011734E7
S118,I175032,Nike Air Zoom Pegasus,Footwear,61208.04,1233.5,7.550011734E7
S118,I138210,Skechers Gowalk,Footwear,49735.07,1278.0,6.356141946E7
S118,I138210,Dyson Vacuum Cleaner,Home Appliances,49735.07,1278.0,6.356141946E7
S118,I239500,Levis Denim Jacket,Apparel,26816.35,2089.5,5.603276332E7
S118,I114562,Philips Air Fryer,Home Appliances,52905.56,969.0,5.12654828E7
S118,I114562,Boat Smartwatch,Electronics,52905.56,969.0,5.12654828E7
S118,I282802,Levis Denim Jacket,Apparel,131265.21,310.0,4.06922151E7
S118,I110383,H&m Cotton Shirt,Apparel,27055.68,1100.5,2.977477584E7
S118,I110383,Puma Running Shoes,Footwear,27055.68,1100.5,2.977477584E7
S118,I105131,Samsung Galaxy S24 Ultra,Electronics,71371.98,383.5,2.737115433E7
S118,I105131,Puma Running Shoes,Footwear,71371.98,383.5,2.737115433E7
S119,I181457,Dell Xps 13 Laptop,Electronics,141667.94,2998.5,4.247913031E8
S119,I181457,Levis Denim Jacket,Apparel,141667.94,2998.5,4.247913031E8
S119,I1002631,U.s. Polo T-shirt,Apparel,115034.58,2995.5,3.4458606941E8
S119,I587523,Sony Wh-1000xm5 Headphones,Electronics,107496.79,2995.5,3.2200664942E8
S119,I587523,Zara Maxi Dress,Apparel,107496.79,2995.5,3.2200664942E8
S119,I682869,H&m Cotton Shirt,Apparel,102045.08,2995.5,3.0567602216E8
S119,I255860,Dell Xps 13 Laptop,Electronics,104306.98,2434.5,2.5393534281E8
S119,I225556,Nike Air Zoom Pegasus,Footwear,81969.44,2413.5,1.9783323137E8
S119,I225556,Dyson Vacuum Cleaner,Home Appliances,81969.44,2413.5,1.9783323137E8
S119,I763536,Zara Maxi Dress,Apparel,66019.53,2996.0,1.9779451188E8
S119,I763536,Dell Xps 13 Laptop,Electronics,66019.53,2996.0,1.9779451188E8
